id_inst;nombre_inst;id_depa;nombre_depa;id_muni;nombre_muni;telefono
2731;FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM - UNICATÓLICA - CALI;Valle del Cauca;Valle del Cauca;76001;Cali;5552767
2732;FUNDACION UNIVERSITARIA CATOLICA DEL NORTE;Antioquia;Antioquia;5686;Santa Rosa de Osos;8609822
2733;FUNDACIÓN UNIVERSITARIA SAN ALFONSO- FUSA-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2445053
2736;FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA - FUSBC;Antioquia;Antioquia;5001;Medellín;2640303
2737;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Risaralda;Risaralda;66001;Pereira;3255992
2738;FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA- UNIEMPRESARIAL;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;5082244
2739;FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR;Antioquia;Antioquia;5045;Apartadá;8286999
2740;INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2811777
2741;FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES;Tolima;Tolima;73268;Espinal;2485862
2743;UNIVERSIDAD INTERNACIONAL DEL TRÓPICO AMERICANO;Casanare;Casanare;85001;Yopal;6320700
2744;UNIVERSIDAD CESMAG - UNICESMAG;Nariño;Nariño;52001;Pasto;7206859
2745;FUNDACIÓN UNIVERSITARIA COMPENSAR;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3380606
2746;FUNDACION UNIVERSITARIA SANITAS;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;5895377
2747;INSTITUCIÓN UNIVERSITARIA VISIÓN DE LAS AMÉRICAS;Antioquia;Antioquia;5001;Medellín;4114848
2748;FUNDACION UNIVERSITARIA SEMINARIO TEOLOGICO BAUTISTA INTERNACIONAL;Valle del Cauca;Valle del Cauca;76001;Cali;5132320
2749;INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA;Antioquia;Antioquia;5001;Medellín;4600700
2805;UNIVERSIDAD SIMON BOLIVAR;Atlántico;Atlántico;8001;Barranquilla;3441265
2810;CORPORACION UNIVERSIDAD DE LA COSTA CUC;Atlántico;Atlántico;8001;Barranquilla;3440983
2811;ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6683600
2812;UNIVERSIDAD EAN;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;5936160
2813;UNIVERSIDAD EIA;Antioquia;Antioquia;5266;Envigado;3317850
2815;CORPORACION UNIVERSITARIA ADVENTISTA - UNAC;Antioquia;Antioquia;5001;Medellín;2508328
2818;CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Risaralda;Risaralda;66682;Santa Rosa de Cabal;643000
2820;CORPORACION UNIVERSITARIA LASALLISTA;Antioquia;Antioquia;5129;Caldas;3000200
2822;ESCUELA SUPERIOR DE OFTALMOLOGIA INSTITUTO BARRAQUER DE AMERICA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6449552
2823;CORPORACION UNIVERSITARIA DEL CARIBE - CECAR;Sucre;Sucre;70001;Sincelejo;2804011
2824;CORPORACION UNIVERSITARIA DE COLOMBIA IDEAS;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6061102
2825;CORPORACION UNIVERSITARIA RAFAEL NUÑEZ;Bolívar;Bolívar;13001;Cartagena de Indias;6607777
2827;CORPORACION UNIVERSITARIA DEL META - UNIMETA;Meta;Meta;50001;Villavicencio;6624080
2828;CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-;Huila;Huila;41001;Neiva;8754220
2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2916520
2830;CORPORACION UNIVERSITARIA IBEROAMERICANA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3489292
2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3220055
2832;UNIVERSIDAD DE SANTANDER - UDES;Santander;Santander;68001;Bucaramanga;6516500
2833;CORPORACION UNIVERSITARIA REMINGTON;Antioquia;Antioquia;5001;Medellín;5111000
2834;UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;4193200
2836;CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA;Atlántico;Atlántico;8001;Barranquilla;4242226
2837;CORPORACION UNIVERSITARIA REPUBLICANA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2862384
2838;CORPORACION COLEGIATURA COLOMBIANA;Antioquia;Antioquia;5001;Medellín;3547120
2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;Quindío;Quindío;63001;Armenia;7450025
2841;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;Antioquia;Antioquia;5088;Bello;4623131
2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;Atlántico;Atlántico;8001;Barranquilla;3680130
2847;UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI;Santander;Santander;68001;Bucaramanga;6352525
2848;CORPORACION UNIVERSITARIA  UNITEC;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;5939393
2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA;Cauca;Cauca;19001;Popayán;8213000
2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;Sucre;Sucre;70001;Sincelejo;2812282
2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6017515
2902;ESCUELA DE LOGISTICA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3370207
2904;ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6204066
2905;CENTRO DE EDUCACION MILITAR - CEMIL;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6208549
2906;ESCUELA DE POSTGRADOS DE LA FUERZA AEREA COLOMBIANA CAPITAN JOSE EDMUNDO SANDOVAL - EPFAC;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6204066
3102;INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-;Norte de Santander;Norte de Santander;54518;Pamplona;682597
3103;INSTITUCIÓN UNIVERSITARIA MAYOR DE CARTAGENA;Bolívar;Bolívar;13001;Cartagena de Indias;6644060
3104;COLEGIO MAYOR DEL CAUCA;Cauca;Cauca;19001;Popayán;8241109
3107;INSTITUCIÓN UNIVERSITARIA PASCUAL BRAVO;Antioquia;Antioquia;5001;Medellín;4480520
3114;ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA;Atlántico;Atlántico;8001;Barranquilla;3444410
3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO;Putumayo;Putumayo;86001;Mocoa;4296105
3116;INSTITUTO TECNOLOGICO DEL PUTUMAYO;Putumayo;Putumayo;86749;Sibundoy;4296105
3117;INSTITUCIÓN UNIVERSITARIA ITSA;Atlántico;Atlántico;8001;Barranquilla;3112370
3201;UNIDADES TECNOLOGICAS DE SANTANDER;Santander;Santander;68001;Bucaramanga;6413000
3204;TECNOLOGICO DE ANTIOQUIA;Antioquia;Antioquia;5001;Medellín;4443700
3301;INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO;Valle del Cauca;Valle del Cauca;76001;Cali;6882828
3302;INSTITUTO TECNOLOGICO METROPOLITANO;Antioquia;Antioquia;5001;Medellín;4405100
3303;ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO;Antioquia;Antioquia;5266;Envigado;3330381
3702;FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6913862
3703;INSTITUCION UNIVERSITARIA ESCOLME;Antioquia;Antioquia;5001;Medellín;2161700
3705;FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA;Bolívar;Bolívar;13001;Cartagena de Indias;6723700
3706;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES -F.C.E.C.E.P.;Valle del Cauca;Valle del Cauca;76001;Cali;6842424
3710;FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR;Bolívar;Bolívar;13001;Cartagena de Indias;6600671
3712;FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3472927
3713;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3323500
3715;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;Valle del Cauca;Valle del Cauca;76001;Cali;6656575
3716;TECNOLOGICA FITEC;Santander;Santander;68001;Bucaramanga;6431301
3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;Norte de Santander;Norte de Santander;54001;San José de Cúcuta;5829292
3719;INSTITUCION UNIVERSITARIA LATINA - UNILATINA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;5737488
3720;FUNDACION UNIVERSITARIA ESUMER;Antioquia;Antioquia;5001;Medellín;2646011
3724;FUNDACION TECNOLOGICA DE MADRID;Cundinamarca;Cundinamarca;25430;Madrid;7027455
3725;FUNDACION TECNOLOGICA ALBERTO MERANI;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;7426477
3801;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;Valle del Cauca;Valle del Cauca;76147;Cartago;2111804
3802;CENTRO EDUCACIONAL DE COMPUTOS Y SISTEMAS-CEDESISTEMAS-;Antioquia;Antioquia;5001;Medellín;2168222
3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;Valle del Cauca;Valle del Cauca;76001;Cali;6671111
3806;CORPORACION ESCUELA SUPERIOR DE ADMINISTRACION Y ESTUDIOS TECNOLOGICOS- EAE;Valle del Cauca;Valle del Cauca;76001;Cali;6679911
3807;ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-;Antioquia;Antioquia;5001;Medellín;4445016
3808;CORPORACION TECNOLOGICA DE BOGOTA - CTB;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3483061
3809;INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6167243
3810;CORPORACION EDUCATIVA -ITAE-;Santander;Santander;68001;Bucaramanga;6445323
3811;CORPORACION DE EDUCACION DEL NORTE DEL TOLIMA - COREDUCACION;Tolima;Tolima;73349;Honda;2513266
3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;Antioquia;Antioquia;5088;Bello;4500040
3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;Nariño;Nariño;52001;Pasto;232452
3819;CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;4856565
3820;CORPORACION ACADEMIA TECNOLOGICA DE COLOMBIA -ATEC-;Antioquia;Antioquia;5001;Medellín;2171005
3821;CORPORACION POLITECNICO DE LA COSTA ATLANTICA;Atlántico;Atlántico;8001;Barranquilla;3361800
3822;POLITECNICO ICAFT;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3239750
3824;ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES - ECIEM;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;7434541
3826;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3689618
3827;POLITECNICO SANTAFE DE BOGOTA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3209056263
3828;CORPORACIÓN TECNOLÓGICA DE EDUCACIÓN SUPERIOR SAPIENZA -CTE-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;7564030
3829;CORPORACIÓN JOHN F. KENNEDY;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2451333
3830;CORPORACION UNIVERSAL DE INVESTIGACION Y TECNOLOGIA -CORUNIVERSITEC-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;5780330
3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Cauca;Cauca;19001;Popayán;8220517
3834;CORPORACION TECNOLOGICA CATOLICA DE OCCIDENTE - TECOC -;Antioquia;Antioquia;5042;Santa Fé de Antioquia;8533489
3901;ESCUELA DE FORMACION DE INFANTERIA DE MARINA;Sucre;Sucre;70221;Coveñas;2880265
3902;ESCUELA MILITAR DE SUBOFICIALES SARGENTO INOCENCIO CHINCA;Cundinamarca;Cundinamarca;25488;Nilo;8383002
4101;INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO;Valle del Cauca;Valle del Cauca;76622;Roldanillo;2298586
4102;INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR;La Guajira;La Guajira;44650;San Juan del Cesar;7740098
4106;INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES;Archipiélago de San Andrés Providencia y Santa Catalina;Archipiélago de San Andrés Providencia y Santa Catalina;88001;San Andrés;5125916
4107;INSTITUTO TECNICO AGRICOLA ITA;Valle del Cauca;Valle del Cauca;76111;Guadalajara de Buga;2360673
4108;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3443000
4109;INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ - INTENALCO;Valle del Cauca;Valle del Cauca;76001;Cali;6553333
4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;Tolima;Tolima;73268;Espinal;2483501
4111;INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL - HUMBERTO VELASQUEZ GARCIA;Magdalena;Magdalena;47189;Ciénaga;4240800
4112;COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC;Caldas;Caldas;17541;Pensilvania;8555118
4301;UNIDAD TECNICA PROFESIONAL DE SEVILLA-UNITEPS-;Valle del Cauca;Valle del Cauca;76736;Sevilla;2198444
4701;FUNDACION ACADEMIA DE DIBUJO PROFESIONAL;Valle del Cauca;Valle del Cauca;76001;Cali;6874100
4702;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3470000
4704;FUNDACION PARA LA EDUCACION SUPERIOR REAL DE COLOMBIA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6369260
4705;FUNDACION CENTRO DE EDUCACION SUPERIORINVESTIGACION Y PROFESIONALIZACION -CEDINPRO-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2483613
4708;FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;6184710
4709;INSTITUCION UNIVERSITARIA EAM;Quindío;Quindío;63001;Armenia;451101
4710;FUNDACIÓN POLITÉCNICO MINUTO DE DIOS - TEC MD;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2594087
4714;FUNDACION INTERAMERICANA TECNICA-FIT-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;7040760
4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;7111063
4721;FUNDACION UNIVERSITARIA HORIZONTE;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;7437270
4726;FUNDACION UNIVERSITARIA SAN MATEO - SAN MATEO EDUCACION SUPERIOR;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3309999
4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;4005700
4801;CORPORACION ACADEMIA SUPERIOR DE ARTES;Antioquia;Antioquia;5001;Medellín;4112811
4803;CORPORACION POLITECNICO COLOMBO ANDINO;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;5556969
4805;CORPORACION TECNICA DE COLOMBIA -CORPOTEC-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3173707085
4806;CORPORACION CENTRO DE ESTUDIOS ARTISTICOS Y TECNICOS-CEART-;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;3405125
4808;CORPORACION REGIONAL DE EDUCACION SUPERIOR-CRES-DE CALI;Valle del Cauca;Valle del Cauca;76001;Cali;6826182
4810;CORPORACION UNIVERSITARIA CENDA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;2329084
4811;CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA;Valle del Cauca;Valle del Cauca;76001;Cali;5552133
4812;CORPORACION DE EDUCACION SUPERIOR SURAMERICA;Bogotá D.C.;Bogotá D.C.;11001;Bogotá D.C.;7443316
